sequence_id,species,label,negative_type,cv_group,split,fold
Ath_NI_02380,Ath,0,intergenic,CVG006291,all,1
Ath_NI_02381,Ath,0,intergenic,CVG006292,all,4
Ath_NI_02382,Ath,0,intergenic,CVG006293,all,2
Ath_NI_02383,Ath,0,intergenic,CVG006294,all,0
Ath_NI_02384,Ath,0,intergenic,CVG006295,all,4
Ath_NI_02385,Ath,0,intergenic,CVG006296,all,4
Ath_NI_02386,Ath,0,intergenic,CVG006297,all,3
Ath_NI_02387,Ath,0,intergenic,CVG006298,all,1
Ath_NI_02388,Ath,0,intergenic,CVG006299,all,2
Ath_NI_02389,Ath,0,intergenic,CVG006300,all,0
Ath_NI_02390,Ath,0,intergenic,CVG006301,all,3
Ath_NI_02391,Ath,0,intergenic,CVG006302,all,2
Ath_NI_02392,Ath,0,intergenic,CVG006303,all,1
Ath_NI_02393,Ath,0,intergenic,CVG006304,all,3
Ath_NI_02394,Ath,0,intergenic,CVG006305,all,1
Ath_NI_02395,Ath,0,intergenic,CVG006306,all,4
Ath_NI_02396,Ath,0,intergenic,CVG006307,all,4
Ath_NI_02397,Ath,0,intergenic,CVG006308,all,0
Ath_NI_02398,Ath,0,intergenic,CVG006309,all,0
Ath_NI_02399,Ath,0,intergenic,CVG006310,all,2
Ath_NI_02400,Ath,0,intergenic,CVG006311,all,3
Ath_NI_02401,Ath,0,intergenic,CVG006312,all,3
Ath_NI_02402,Ath,0,intergenic,CVG006313,all,4
Ath_NI_02403,Ath,0,intergenic,CVG006314,all,1
Ath_NI_02404,Ath,0,intergenic,CVG006315,all,1
Ath_NI_02405,Ath,0,intergenic,CVG006316,all,1
Ath_NI_02406,Ath,0,intergenic,CVG006317,all,4
Ath_NI_02407,Ath,0,intergenic,CVG006318,all,0
Ath_NI_02408,Ath,0,intergenic,CVG006319,all,2
Ath_NI_02409,Ath,0,intergenic,CVG006320,all,3
Ath_NI_02410,Ath,0,intergenic,CVG006321,all,4
Ath_NI_02411,Ath,0,intergenic,CVG006322,all,2
Ath_NI_02412,Ath,0,intergenic,CVG006323,all,0
Ath_NI_02413,Ath,0,intergenic,CVG006324,all,3
Ath_NI_02414,Ath,0,intergenic,CVG006325,all,4
Ath_NI_02415,Ath,0,intergenic,CVG006326,all,0
Ath_NI_02416,Ath,0,intergenic,CVG006327,all,1
Ath_NI_02417,Ath,0,intergenic,CVG006328,all,3
Ath_NI_02418,Ath,0,intergenic,CVG006329,all,2
Ath_NI_02419,Ath,0,intergenic,CVG006330,all,1
Ath_NI_02420,Ath,0,intergenic,CVG006331,all,3
Ath_NI_02421,Ath,0,intergenic,CVG006332,all,4
Ath_NI_02422,Ath,0,intergenic,CVG006333,all,0
Ath_NI_02423,Ath,0,intergenic,CVG006334,all,2
Ath_NI_02424,Ath,0,intergenic,CVG006335,all,1
Ath_NI_02425,Ath,0,intergenic,CVG006336,all,4
Ath_NI_02426,Ath,0,intergenic,CVG006337,all,1
Ath_NI_02427,Ath,0,intergenic,CVG006338,all,3
Ath_NI_02428,Ath,0,intergenic,CVG006339,all,0
Ath_NI_02429,Ath,0,intergenic,CVG006340,all,2
Ath_NI_02430,Ath,0,intergenic,CVG006341,all,4
Ath_NI_02431,Ath,0,intergenic,CVG006342,all,0
Ath_NI_02432,Ath,0,intergenic,CVG006194,all,1
Ath_NI_02433,Ath,0,intergenic,CVG006343,all,3
Ath_NI_02434,Ath,0,intergenic,CVG006344,all,0
Ath_NI_02435,Ath,0,intergenic,CVG006345,all,1
Ath_NI_02436,Ath,0,intergenic,CVG006346,all,2
Ath_NI_02437,Ath,0,intergenic,CVG006347,all,1
Ath_NI_02438,Ath,0,intergenic,CVG006348,all,2
Ath_NI_02439,Ath,0,intergenic,CVG006349,all,0
Ath_NI_02440,Ath,0,intergenic,CVG006350,all,3
Ath_NI_02441,Ath,0,intergenic,CVG006351,all,0
Ath_NI_02442,Ath,0,intergenic,CVG006352,all,0
Ath_NI_02443,Ath,0,intergenic,CVG006353,all,1
Ath_NI_02444,Ath,0,intergenic,CVG006354,all,2
Ath_NI_02445,Ath,0,intergenic,CVG006355,all,3
Ath_NI_02446,Ath,0,intergenic,CVG006356,all,2
Ath_NI_02447,Ath,0,intergenic,CVG006357,all,0
Ath_NI_02448,Ath,0,intergenic,CVG006358,all,4
Ath_NI_02449,Ath,0,intergenic,CVG006359,all,2
Ath_NI_02450,Ath,0,intergenic,CVG006360,all,0
Ath_NI_02451,Ath,0,intergenic,CVG006361,all,2
Ath_NI_02452,Ath,0,intergenic,CVG006362,all,2
Ath_NI_02453,Ath,0,intergenic,CVG006363,all,1
Ath_NI_02454,Ath,0,intergenic,CVG006229,all,4
Ath_NI_02455,Ath,0,intergenic,CVG006364,all,2
Ath_NI_02456,Ath,0,intergenic,CVG006365,all,3
Ath_NI_02457,Ath,0,intergenic,CVG006366,all,4
Ath_NI_02458,Ath,0,intergenic,CVG006367,all,0
Ath_NI_02459,Ath,0,intergenic,CVG006368,all,1
Ath_NI_02460,Ath,0,intergenic,CVG006369,all,4
Ath_NI_02461,Ath,0,intergenic,CVG006370,all,3
Ath_NI_02462,Ath,0,intergenic,CVG006371,all,1
Ath_NI_02463,Ath,0,intergenic,CVG006372,all,2
Ath_NI_02464,Ath,0,intergenic,CVG006373,all,0
Ath_NI_02465,Ath,0,intergenic,CVG006374,all,4
Ath_NI_02466,Ath,0,intergenic,CVG006375,all,2
Ath_NI_02467,Ath,0,intergenic,CVG006376,all,1
Ath_NI_02468,Ath,0,intergenic,CVG006377,all,0
Ath_NI_02469,Ath,0,intergenic,CVG006378,all,4
Ath_NI_02470,Ath,0,intergenic,CVG006379,all,1
Ath_NI_02471,Ath,0,intergenic,CVG006380,all,3
Ath_NI_02472,Ath,0,intergenic,CVG006381,all,0
Ath_NI_02473,Ath,0,intergenic,CVG006382,all,4
Ath_NI_02474,Ath,0,intergenic,CVG006383,all,3
Ath_NI_02475,Ath,0,intergenic,CVG006384,all,1
Ath_NI_02476,Ath,0,intergenic,CVG006301,all,3
Ath_NI_02477,Ath,0,intergenic,CVG006385,all,4
Ath_NI_02478,Ath,0,intergenic,CVG006386,all,3
Ath_NI_02479,Ath,0,intergenic,CVG006387,all,4
Ath_NI_02480,Ath,0,intergenic,CVG006388,all,3
Ath_NI_02481,Ath,0,intergenic,CVG006389,all,2
Ath_NI_02482,Ath,0,intergenic,CVG006390,all,0
Ath_NI_02483,Ath,0,intergenic,CVG006391,all,1
Ath_NI_02484,Ath,0,intergenic,CVG006392,all,2
Ath_NI_02485,Ath,0,intergenic,CVG006393,all,2
Ath_NI_02486,Ath,0,intergenic,CVG006394,all,0
Ath_NI_02487,Ath,0,intergenic,CVG006321,all,4
Ath_NI_02488,Ath,0,intergenic,CVG006395,all,1
Ath_NI_02489,Ath,0,intergenic,CVG006396,all,2
Ath_NI_02490,Ath,0,intergenic,CVG006397,all,3
Ath_NI_02491,Ath,0,intergenic,CVG006398,all,4
Ath_NI_02492,Ath,0,intergenic,CVG006399,all,2
Ath_NI_02493,Ath,0,intergenic,CVG006400,all,0
Ath_NI_02494,Ath,0,intergenic,CVG006401,all,1
Ath_NI_02495,Ath,0,intergenic,CVG006402,all,4
Ath_NI_02496,Ath,0,intergenic,CVG006403,all,2
Ath_NI_02497,Ath,0,intergenic,CVG006404,all,0
Ath_NI_02498,Ath,0,intergenic,CVG006405,all,0
Ath_NI_02499,Ath,0,intergenic,CVG006406,all,3
Ath_NI_02500,Ath,0,intergenic,CVG006407,all,1
Ath_NI_02501,Ath,0,intergenic,CVG006408,all,1
Ath_NI_02502,Ath,0,intergenic,CVG006409,all,4
Ath_NI_02503,Ath,0,intergenic,CVG006410,all,2
Ath_NI_02504,Ath,0,intergenic,CVG006411,all,2
Ath_NI_02505,Ath,0,intergenic,CVG006412,all,3
Ath_NI_02506,Ath,0,intergenic,CVG006413,all,4
Ath_NI_02507,Ath,0,intergenic,CVG006414,all,0
Ath_NI_02508,Ath,0,intergenic,CVG006415,all,1
Ath_NI_02509,Ath,0,intergenic,CVG006416,all,0
Ath_NI_02510,Ath,0,intergenic,CVG006417,all,4
Ath_NI_02511,Ath,0,intergenic,CVG006418,all,2
Ath_NI_02512,Ath,0,intergenic,CVG006419,all,3
Ath_NI_02513,Ath,0,intergenic,CVG006420,all,3
Ath_NI_02514,Ath,0,intergenic,CVG006421,all,1
Ath_NI_02515,Ath,0,intergenic,CVG006422,all,3
Ath_NI_02516,Ath,0,intergenic,CVG006423,all,1
Ath_NI_02517,Ath,0,intergenic,CVG006424,all,2
Ath_NI_02518,Ath,0,intergenic,CVG006425,all,3
Ath_NI_02519,Ath,0,intergenic,CVG006426,all,4
Ath_NI_02520,Ath,0,intergenic,CVG006427,all,4
Ath_NI_02521,Ath,0,intergenic,CVG006428,all,0
Ath_NI_02522,Ath,0,intergenic,CVG006429,all,3
Ath_NI_02523,Ath,0,intergenic,CVG006430,all,4
Ath_NI_02524,Ath,0,intergenic,CVG006431,all,0
Ath_NI_02525,Ath,0,intergenic,CVG006432,all,1
Ath_NI_02526,Ath,0,intergenic,CVG006433,all,3
Ath_NI_02527,Ath,0,intergenic,CVG006434,all,2
Ath_NI_02528,Ath,0,intergenic,CVG006435,all,2
Ath_NI_02529,Ath,0,intergenic,CVG006436,all,3
Ath_NI_02530,Ath,0,intergenic,CVG006437,all,0
Ath_NI_02531,Ath,0,intergenic,CVG006438,all,1
Ath_NI_02532,Ath,0,intergenic,CVG006439,all,3
Ath_NI_02533,Ath,0,intergenic,CVG006440,all,2
Ath_NI_02534,Ath,0,intergenic,CVG006441,all,4
Ath_NI_02535,Ath,0,intergenic,CVG006442,all,4
Ath_NI_02536,Ath,0,intergenic,CVG006443,all,1
Ath_NI_02537,Ath,0,intergenic,CVG006124,all,3
Ath_NI_02538,Ath,0,intergenic,CVG006444,all,3
Ath_NI_02539,Ath,0,intergenic,CVG006445,all,4
Ath_NI_02540,Ath,0,intergenic,CVG006446,all,1
Ath_NI_02541,Ath,0,intergenic,CVG006447,all,4
Ath_NI_02542,Ath,0,intergenic,CVG006448,all,2
Ath_NI_02543,Ath,0,intergenic,CVG006449,all,0
Ath_NI_02544,Ath,0,intergenic,CVG006450,all,1
Ath_NI_02545,Ath,0,intergenic,CVG006451,all,2
Ath_NI_02546,Ath,0,intergenic,CVG006452,all,1
Ath_NI_02547,Ath,0,intergenic,CVG006453,all,3
Ath_NI_02548,Ath,0,intergenic,CVG006454,all,0
Ath_NI_02549,Ath,0,intergenic,CVG006455,all,2
Ath_NI_02550,Ath,0,intergenic,CVG006456,all,1
Ath_NI_02551,Ath,0,intergenic,CVG006457,all,3
Ath_NI_02552,Ath,0,intergenic,CVG006458,all,3
Ath_NI_02553,Ath,0,intergenic,CVG006459,all,2
Ath_NI_02554,Ath,0,intergenic,CVG006460,all,4
Ath_NI_02555,Ath,0,intergenic,CVG006461,all,0
Ath_NI_02556,Ath,0,intergenic,CVG006462,all,2
Ath_NI_02557,Ath,0,intergenic,CVG006463,all,0
Ath_NI_02558,Ath,0,intergenic,CVG006464,all,2
Ath_NI_02559,Ath,0,intergenic,CVG006465,all,3
Ath_NI_02560,Ath,0,intergenic,CVG006371,all,1
Ath_NI_02561,Ath,0,intergenic,CVG006466,all,0
Ath_NI_02562,Ath,0,intergenic,CVG006467,all,4
Ath_NI_02563,Ath,0,intergenic,CVG006468,all,2
Ath_NI_02564,Ath,0,intergenic,CVG006469,all,3
Ath_NI_02565,Ath,0,intergenic,CVG006470,all,1
Ath_NI_02566,Ath,0,intergenic,CVG006471,all,0
Ath_NI_02567,Ath,0,intergenic,CVG006308,all,0
Ath_NI_02568,Ath,0,intergenic,CVG006472,all,1
Ath_NI_02569,Ath,0,intergenic,CVG006473,all,4
Ath_NI_02570,Ath,0,intergenic,CVG006474,all,1
Ath_NI_02571,Ath,0,intergenic,CVG006475,all,2
Ath_NI_02572,Ath,0,intergenic,CVG006476,all,4
Ath_NI_02573,Ath,0,intergenic,CVG006477,all,1
Ath_NI_02574,Ath,0,intergenic,CVG006478,all,0
Ath_NI_02575,Ath,0,intergenic,CVG006479,all,0
Ath_NI_02576,Ath,0,intergenic,CVG006480,all,4
Ath_NI_02577,Ath,0,intergenic,CVG006481,all,2
Ath_NI_02578,Ath,0,intergenic,CVG006482,all,3
Ath_NI_02579,Ath,0,intergenic,CVG006483,all,3
Ath_NI_02580,Ath,0,intergenic,CVG006484,all,2
Ath_NI_02581,Ath,0,intergenic,CVG006485,all,0
Ath_NI_02582,Ath,0,intergenic,CVG006486,all,4
Ath_NI_02583,Ath,0,intergenic,CVG006487,all,3
Ath_NI_02584,Ath,0,intergenic,CVG006488,all,0
Ath_NI_02585,Ath,0,intergenic,CVG006489,all,1
Ath_NI_02586,Ath,0,intergenic,CVG006490,all,4
Ath_NI_02587,Ath,0,intergenic,CVG006491,all,2
Ath_NI_02588,Ath,0,intergenic,CVG006492,all,3
Ath_NI_02589,Ath,0,intergenic,CVG006493,all,4
Ath_NI_02590,Ath,0,intergenic,CVG006494,all,1
Ath_NI_02591,Ath,0,intergenic,CVG006495,all,2
Ath_NI_02592,Ath,0,intergenic,CVG006496,all,1
Ath_NI_02593,Ath,0,intergenic,CVG006497,all,2
Ath_NI_02594,Ath,0,intergenic,CVG006498,all,0
Ath_NI_02595,Ath,0,intergenic,CVG006499,all,0
Ath_NI_02596,Ath,0,intergenic,CVG006500,all,3
Ath_NI_02597,Ath,0,intergenic,CVG006501,all,3
Ath_NI_02598,Ath,0,intergenic,CVG006502,all,4
Ath_NI_02599,Ath,0,intergenic,CVG006503,all,0
Ath_NI_02600,Ath,0,intergenic,CVG006504,all,2
Ath_NI_02601,Ath,0,intergenic,CVG006505,all,3
Ath_NI_02602,Ath,0,intergenic,CVG006506,all,3
Ath_NI_02603,Ath,0,intergenic,CVG006507,all,4
Ath_NI_02604,Ath,0,intergenic,CVG006508,all,1
Ath_NI_02605,Ath,0,intergenic,CVG006509,all,2
Ath_NI_02606,Ath,0,intergenic,CVG006510,all,4
Ath_NI_02607,Ath,0,intergenic,CVG006511,all,4
Ath_NI_02608,Ath,0,intergenic,CVG006512,all,2
Ath_NI_02609,Ath,0,intergenic,CVG006513,all,1
Ath_NI_02610,Ath,0,intergenic,CVG006514,all,1
Ath_NI_02611,Ath,0,intergenic,CVG006515,all,4
Ath_NI_02612,Ath,0,intergenic,CVG006516,all,2
Ath_NI_02613,Ath,0,intergenic,CVG006517,all,0
Ath_NI_02614,Ath,0,intergenic,CVG006518,all,3
Ath_NI_02615,Ath,0,intergenic,CVG006519,all,0
Ath_NI_02616,Ath,0,intergenic,CVG006520,all,2
Ath_NI_02617,Ath,0,intergenic,CVG006521,all,1
Ath_NI_02618,Ath,0,intergenic,CVG006522,all,3
Ath_NI_02619,Ath,0,intergenic,CVG006523,all,0
Ath_NI_02620,Ath,0,intergenic,CVG006524,all,3
Ath_NI_02621,Ath,0,intergenic,CVG006525,all,0
Ath_NI_02622,Ath,0,intergenic,CVG006526,all,2
Ath_NI_02623,Ath,0,intergenic,CVG006527,all,1
Ath_NI_02624,Ath,0,intergenic,CVG006528,all,4
Ath_NI_02625,Ath,0,intergenic,CVG006529,all,0
Ath_NI_02626,Ath,0,intergenic,CVG006530,all,1
Ath_NI_02627,Ath,0,intergenic,CVG006531,all,3
Ath_NI_02628,Ath,0,intergenic,CVG006532,all,4
Ath_NI_02629,Ath,0,intergenic,CVG006533,all,0
Ath_NI_02630,Ath,0,intergenic,CVG006534,all,0
Ath_NI_02631,Ath,0,intergenic,CVG006535,all,2
Ath_NI_02632,Ath,0,intergenic,CVG006536,all,4
Ath_NI_02633,Ath,0,intergenic,CVG006537,all,4
Ath_NI_02634,Ath,0,intergenic,CVG006538,all,1
Ath_NI_02635,Ath,0,intergenic,CVG006539,all,4
Ath_NI_02636,Ath,0,intergenic,CVG006540,all,3
Ath_NI_02637,Ath,0,intergenic,CVG006541,all,2
Ath_NI_02638,Ath,0,intergenic,CVG006542,all,0
Ath_NI_02639,Ath,0,intergenic,CVG006543,all,0
Ath_NI_02640,Ath,0,intergenic,CVG006544,all,1
Ath_NI_02641,Ath,0,intergenic,CVG006545,all,3
Ath_NI_02642,Ath,0,intergenic,CVG006546,all,0
Ath_NI_02643,Ath,0,intergenic,CVG006547,all,2
Ath_NI_02644,Ath,0,intergenic,CVG006548,all,3
Ath_NI_02645,Ath,0,intergenic,CVG006549,all,0
Ath_NI_02646,Ath,0,intergenic,CVG006550,all,2
Ath_NI_02647,Ath,0,intergenic,CVG006551,all,4
Ath_NI_02648,Ath,0,intergenic,CVG006552,all,4
Ath_NI_02649,Ath,0,intergenic,CVG006553,all,3
Ath_NI_02650,Ath,0,intergenic,CVG006554,all,2
Ath_NI_02651,Ath,0,intergenic,CVG006555,all,1
Ath_NI_02652,Ath,0,intergenic,CVG006556,all,2
Ath_NI_02653,Ath,0,intergenic,CVG006557,all,4
Ath_NI_02654,Ath,0,intergenic,CVG006558,all,1
Ath_NI_02655,Ath,0,intergenic,CVG006559,all,0
Ath_NI_02656,Ath,0,intergenic,CVG006560,all,1
Ath_NI_02657,Ath,0,intergenic,CVG006561,all,1
Ath_NI_02658,Ath,0,intergenic,CVG006562,all,2
Ath_NI_02659,Ath,0,intergenic,CVG006563,all,2
Ath_NI_02660,Ath,0,intergenic,CVG006564,all,3
Ath_NI_02661,Ath,0,intergenic,CVG006565,all,4
Ath_NI_02662,Ath,0,intergenic,CVG006566,all,3
Ath_NI_02663,Ath,0,intergenic,CVG006567,all,2
Ath_NI_02664,Ath,0,intergenic,CVG006568,all,2
Ath_NI_02665,Ath,0,intergenic,CVG006569,all,4
Ath_NI_02666,Ath,0,intergenic,CVG006570,all,0
Ath_NI_02667,Ath,0,intergenic,CVG006571,all,4
Ath_NI_02668,Ath,0,intergenic,CVG006572,all,3
Ath_NI_02669,Ath,0,intergenic,CVG006573,all,4
Ath_NI_02670,Ath,0,intergenic,CVG006574,all,0
Ath_NI_02671,Ath,0,intergenic,CVG006575,all,2
Ath_NI_02672,Ath,0,intergenic,CVG006576,all,0
Ath_NI_02673,Ath,0,intergenic,CVG006577,all,3
Ath_NI_02674,Ath,0,intergenic,CVG006578,all,2
Ath_NI_02675,Ath,0,intergenic,CVG006348,all,2
Ath_NI_02676,Ath,0,intergenic,CVG006579,all,1
Ath_NI_02677,Ath,0,intergenic,CVG006580,all,1
Ath_NI_02678,Ath,0,intergenic,CVG006581,all,4
Ath_NI_02679,Ath,0,intergenic,CVG006582,all,3
Ath_NI_02680,Ath,0,intergenic,CVG006583,all,3
Ath_NI_02681,Ath,0,intergenic,CVG006584,all,0
Ath_NI_02682,Ath,0,intergenic,CVG006585,all,1
Ath_NI_02683,Ath,0,intergenic,CVG006586,all,3
Ath_NI_02684,Ath,0,intergenic,CVG006587,all,2
Ath_NI_02685,Ath,0,intergenic,CVG006588,all,1
Ath_NI_02686,Ath,0,intergenic,CVG006589,all,4
Ath_NI_02687,Ath,0,intergenic,CVG006590,all,3
Ath_NI_02688,Ath,0,intergenic,CVG006591,all,4
Ath_NI_02689,Ath,0,intergenic,CVG006592,all,4
Ath_NI_02690,Ath,0,intergenic,CVG006593,all,0
Ath_NI_02691,Ath,0,intergenic,CVG006594,all,3
Ath_NI_02692,Ath,0,intergenic,CVG006595,all,0
Ath_NI_02693,Ath,0,intergenic,CVG006596,all,0
Ath_NI_02694,Ath,0,intergenic,CVG006597,all,4
Ath_NI_02695,Ath,0,intergenic,CVG006598,all,1
Ath_NI_02696,Ath,0,intergenic,CVG006599,all,4
Ath_NI_02697,Ath,0,intergenic,CVG006600,all,2
Ath_NI_02698,Ath,0,intergenic,CVG006601,all,2
Ath_NI_02699,Ath,0,intergenic,CVG006602,all,1
Ath_NI_02700,Ath,0,intergenic,CVG006603,all,1
Ath_NI_02701,Ath,0,intergenic,CVG006604,all,2
Ath_NI_02702,Ath,0,intergenic,CVG006605,all,1
Ath_NI_02703,Ath,0,intergenic,CVG006225,all,1
Ath_NI_02704,Ath,0,intergenic,CVG006606,all,3
Ath_NI_02705,Ath,0,intergenic,CVG006607,all,4
Ath_NI_02706,Ath,0,intergenic,CVG006608,all,0
Ath_NI_02707,Ath,0,intergenic,CVG006609,all,0
Ath_NI_02708,Ath,0,intergenic,CVG006610,all,2
Ath_NI_02709,Ath,0,intergenic,CVG006611,all,3
Ath_NI_02710,Ath,0,intergenic,CVG006612,all,0
Ath_NI_02711,Ath,0,intergenic,CVG006613,all,3
Ath_NI_02712,Ath,0,intergenic,CVG006614,all,2
Ath_NI_02713,Ath,0,intergenic,CVG006615,all,1
Ath_NI_02714,Ath,0,intergenic,CVG006449,all,0
Ath_NI_02715,Ath,0,intergenic,CVG006616,all,4
Ath_NI_02716,Ath,0,intergenic,CVG006617,all,4
Ath_NI_02717,Ath,0,intergenic,CVG006618,all,0
Ath_NI_02718,Ath,0,intergenic,CVG006619,all,1
Ath_NI_02719,Ath,0,intergenic,CVG006620,all,2
Ath_NI_02720,Ath,0,intergenic,CVG006621,all,4
Ath_NI_02721,Ath,0,intergenic,CVG006622,all,3
Ath_NI_02722,Ath,0,intergenic,CVG006623,all,3
Ath_NI_02723,Ath,0,intergenic,CVG006624,all,0
Ath_NI_02724,Ath,0,intergenic,CVG006625,all,2
Ath_NI_02725,Ath,0,intergenic,CVG006626,all,4
Ath_NI_02726,Ath,0,intergenic,CVG006627,all,0
Ath_NI_02727,Ath,0,intergenic,CVG006628,all,3
Ath_NI_02728,Ath,0,intergenic,CVG006629,all,2
Ath_NI_02729,Ath,0,intergenic,CVG006630,all,2
Ath_NI_02730,Ath,0,intergenic,CVG006631,all,1
Ath_NI_02731,Ath,0,intergenic,CVG006632,all,4
Ath_NI_02732,Ath,0,intergenic,CVG006633,all,1
Ath_NI_02733,Ath,0,intergenic,CVG006634,all,0
Ath_NI_02734,Ath,0,intergenic,CVG006635,all,3
Ath_NI_02735,Ath,0,intergenic,CVG006636,all,3
Ath_NI_02736,Ath,0,intergenic,CVG006637,all,2
Ath_NI_02737,Ath,0,intergenic,CVG006638,all,3
Ath_NI_02738,Ath,0,intergenic,CVG006639,all,3
Ath_NI_02739,Ath,0,intergenic,CVG006640,all,4
Ath_NI_02740,Ath,0,intergenic,CVG006641,all,3
Ath_NI_02741,Ath,0,intergenic,CVG006642,all,1
Ath_NI_02742,Ath,0,intergenic,CVG006643,all,4
Ath_NI_02743,Ath,0,intergenic,CVG006644,all,0
Ath_NI_02744,Ath,0,intergenic,CVG006645,all,2
Ath_NI_02745,Ath,0,intergenic,CVG006646,all,4
Ath_NI_02746,Ath,0,intergenic,CVG006647,all,1
Ath_NI_02747,Ath,0,intergenic,CVG006648,all,2
Ath_NI_02748,Ath,0,intergenic,CVG006649,all,4
Ath_NI_02749,Ath,0,intergenic,CVG006650,all,1
Ath_NI_02750,Ath,0,intergenic,CVG006651,all,0
Ath_NI_02751,Ath,0,intergenic,CVG006652,all,4
Ath_NI_02752,Ath,0,intergenic,CVG006653,all,1
Ath_NI_02753,Ath,0,intergenic,CVG006654,all,2
Ath_NI_02754,Ath,0,intergenic,CVG006655,all,3
Ath_NI_02755,Ath,0,intergenic,CVG006656,all,4
Ath_NI_02756,Ath,0,intergenic,CVG006657,all,2
Ath_NI_02757,Ath,0,intergenic,CVG006658,all,0
Ath_NI_02758,Ath,0,intergenic,CVG006659,all,3
Ath_NI_02759,Ath,0,intergenic,CVG006660,all,0
Ath_NI_02760,Ath,0,intergenic,CVG006661,all,1
Ath_NI_02761,Ath,0,intergenic,CVG006662,all,3
Ath_NI_02762,Ath,0,intergenic,CVG006663,all,1
Ath_NI_02763,Ath,0,intergenic,CVG006664,all,2
Ath_NI_02764,Ath,0,intergenic,CVG006665,all,4
Ath_NI_02765,Ath,0,intergenic,CVG006666,all,1
Ath_NI_02766,Ath,0,intergenic,CVG006667,all,2
Ath_NI_02767,Ath,0,intergenic,CVG006668,all,3
Ath_NI_02768,Ath,0,intergenic,CVG006669,all,1
Ath_NI_02769,Ath,0,intergenic,CVG006670,all,0
Ath_NI_02770,Ath,0,intergenic,CVG006671,all,4
Ath_NI_02771,Ath,0,intergenic,CVG006672,all,4
Ath_NI_02772,Ath,0,intergenic,CVG006673,all,3
Ath_NI_02773,Ath,0,intergenic,CVG006674,all,0
Ath_NI_02774,Ath,0,intergenic,CVG006675,all,2
Ath_NI_02775,Ath,0,intergenic,CVG006676,all,0
Ath_NI_02776,Ath,0,intergenic,CVG006677,all,3
Ath_NI_02777,Ath,0,intergenic,CVG006678,all,1
Ath_NI_02778,Ath,0,intergenic,CVG006679,all,3
Ath_NI_02779,Ath,0,intergenic,CVG006680,all,0
Ath_NI_02780,Ath,0,intergenic,CVG006681,all,4
Ath_NI_02781,Ath,0,intergenic,CVG006682,all,2
Ath_NI_02782,Ath,0,intergenic,CVG006683,all,2
Ath_NI_02783,Ath,0,intergenic,CVG006684,all,3
Ath_NI_02784,Ath,0,intergenic,CVG006685,all,4
Ath_NI_02785,Ath,0,intergenic,CVG006686,all,4
Ath_NI_02786,Ath,0,intergenic,CVG006687,all,0
Ath_NI_02787,Ath,0,intergenic,CVG006688,all,2
Ath_NI_02788,Ath,0,intergenic,CVG006689,all,1
Ath_NI_02789,Ath,0,intergenic,CVG006690,all,0
Ath_NI_02790,Ath,0,intergenic,CVG006691,all,1
Ath_NI_02791,Ath,0,intergenic,CVG006692,all,3
Ath_NI_02792,Ath,0,intergenic,CVG006693,all,2
Ath_NI_02793,Ath,0,intergenic,CVG006694,all,0
Ath_NI_02794,Ath,0,intergenic,CVG006695,all,1
Ath_NI_02795,Ath,0,intergenic,CVG006696,all,4
Ath_NI_02796,Ath,0,intergenic,CVG006697,all,2
Ath_NI_02797,Ath,0,intergenic,CVG006698,all,3
Ath_NI_02798,Ath,0,intergenic,CVG006699,all,0
Ath_NI_02799,Ath,0,intergenic,CVG006700,all,0
Ath_NI_02800,Ath,0,intergenic,CVG006701,all,1
Ath_NI_02801,Ath,0,intergenic,CVG006702,all,2
Ath_NI_02802,Ath,0,intergenic,CVG006703,all,4
Ath_NI_02803,Ath,0,intergenic,CVG006704,all,4
Ath_NI_02804,Ath,0,intergenic,CVG006705,all,4
Ath_NI_02805,Ath,0,intergenic,CVG006706,all,3
Ath_NI_02806,Ath,0,intergenic,CVG006707,all,1
Ath_NI_02807,Ath,0,intergenic,CVG006708,all,3
Ath_NI_02808,Ath,0,intergenic,CVG006709,all,0
Ath_NI_02809,Ath,0,intergenic,CVG006710,all,0
Ath_NI_02810,Ath,0,intergenic,CVG006711,all,2
Ath_NI_02811,Ath,0,intergenic,CVG006712,all,0
Ath_NI_02812,Ath,0,intergenic,CVG006713,all,4
Ath_NI_02813,Ath,0,intergenic,CVG006714,all,4
Ath_NI_02814,Ath,0,intergenic,CVG006715,all,1
Ath_NI_02815,Ath,0,intergenic,CVG006716,all,2
Ath_NI_02816,Ath,0,intergenic,CVG006717,all,4
Ath_NI_02817,Ath,0,intergenic,CVG006718,all,2
Ath_NI_02818,Ath,0,intergenic,CVG006719,all,3
Ath_NI_02819,Ath,0,intergenic,CVG006720,all,0
Ath_NI_02820,Ath,0,intergenic,CVG006721,all,1
Ath_NI_02821,Ath,0,intergenic,CVG006722,all,4
Ath_NI_02822,Ath,0,intergenic,CVG006723,all,1
Ath_NI_02823,Ath,0,intergenic,CVG006724,all,3
Ath_NI_02824,Ath,0,intergenic,CVG006725,all,1
Ath_NI_02825,Ath,0,intergenic,CVG006726,all,1
Ath_NI_02826,Ath,0,intergenic,CVG006727,all,3
Ath_NI_02827,Ath,0,intergenic,CVG006728,all,0
Ath_NI_02828,Ath,0,intergenic,CVG006729,all,3
Ath_NI_02829,Ath,0,intergenic,CVG006730,all,2
